,Industry_code_NZSIOC,Year,Additions to fixed assets,Closing stocks,Current assets,Current liabilities,Current ratio,Depreciation,Disposals of fixed assets,Fixed tangible assets,"Government funding, grants and subsidies",Indirect taxes,Interest and donations,"Interest, dividends and donations",Liabilities structure,Non-operating expenses,Non-operating income,Opening stocks,Other assets,Other liabilities,Other purchases and operating expenses,Purchases and other operating expenses,Purchases of goods bought for resale,Quick ratio,Redundancy and severance,Return on equity,Return on total assets,Salaries and wages paid,Sales of goods not further processed,Sales of other goods and services,Shareholders funds or owners equity,Surplus before income tax,Surplus per employee count,Total assets,Total equity and liabilities,Total expenditure,Total income,Total income per employee count(3),Liability,Leverage ratio
333,MN114,2013,73.0,65.0,324.0,286.0,113.0,32.0,34.0,218.0,18.130841121495326,4.0,11.0,1792.8257142857142,35.0,5.0,4.0,60.0,168.0,172.0,0.0,647.0,0.0,90.0,0.0,59.0,21.0,344.0,0.0,0.0,252.0,149.0,23900.0,6.565264970035361,710.0,1044.0,1188.0,190900.0,458.0,1.8174603174603174
334,MN114,2014,46.0,58.0,318.0,244.0,130.0,31.0,20.0,221.0,18.130841121495326,4.0,12.0,1792.8257142857142,43.0,9.0,5.0,59.0,175.0,160.0,0.0,692.0,0.0,106.0,0.0,50.0,22.0,360.0,0.0,0.0,310.0,154.0,23900.0,6.570882962339584,714.0,1107.0,1262.0,195400.0,404.0,1.303225806451613
335,MN114,2015,54.0,60.0,350.0,276.0,127.0,36.0,38.0,243.0,0.0,4.0,11.0,7.0,42.0,14.0,17.0,58.0,197.0,178.0,0.0,749.0,0.0,105.0,0.0,51.0,22.0,394.0,0.0,0.0,336.0,173.0,25100.0,6.672032945461067,790.0,1207.0,1378.0,200300.0,454.0,1.3511904761904763
336,MN115,2013,153.0,49.0,2391.0,1637.0,146.0,134.0,39.0,383.0,14.0,13.0,26.0,44.0,41.0,82.0,56.0,47.0,691.0,408.0,0.0,2780.0,0.0,143.0,4.0,56.0,23.0,2358.0,0.0,0.0,1420.0,794.0,34700.0,8.150467911624004,3465.0,5393.0,6187.0,270600.0,2045.0,1.4401408450704225
337,MN115,2014,161.0,45.0,2770.0,1885.0,147.0,138.0,54.0,370.0,14.0,14.0,29.0,46.0,41.0,54.0,31.0,40.0,769.0,410.0,0.0,3176.0,0.0,145.0,6.0,43.0,18.0,2576.0,0.0,0.0,1616.0,701.0,26600.0,8.271292652979412,3910.0,5986.0,6682.0,253200.0,2295.0,1.4201732673267327
338,MN115,2015,196.0,47.0,2880.0,1862.0,155.0,141.0,43.0,427.0,15.0,15.0,27.0,66.0,42.0,60.0,34.0,44.0,852.0,534.0,0.0,3375.0,0.0,152.0,4.0,33.0,14.0,2789.0,0.0,0.0,1762.0,578.0,20700.0,8.33302993974291,4159.0,6407.0,6982.0,249700.0,2396.0,1.3598183881952326
339,MN21,2013,470.0,82.0,3001.0,2387.0,126.0,185.0,157.0,1875.0,45.0,24.0,109.0,143.0,42.0,148.0,51.0,94.0,1532.0,1351.0,0.0,4476.0,0.0,122.0,7.0,23.0,9.0,3120.0,0.0,0.0,2670.0,601.0,6400.0,8.765302488748196,6408.0,8062.0,8675.0,92800.0,3738.0,1.4
340,MN21,2014,541.0,109.0,3229.0,2602.0,124.0,188.0,245.0,2041.0,43.0,22.0,111.0,204.0,41.0,193.0,89.0,97.0,1863.0,1578.0,0.0,4580.0,0.0,120.0,6.0,21.0,9.0,3195.0,0.0,0.0,2954.0,615.0,6400.0,8.872627365918836,7134.0,8290.0,8893.0,92100.0,4180.0,1.4150304671631686
341,MN21,2015,461.0,106.0,3253.0,2757.0,118.0,221.0,137.0,2165.0,50.0,24.0,122.0,167.0,42.0,170.0,94.0,100.0,2238.0,1669.0,0.0,5031.0,0.0,114.0,5.0,20.0,8.0,3453.0,0.0,0.0,3231.0,633.0,6100.0,8.94324493313279,7656.0,9021.0,9647.0,93600.0,4426.0,1.3698545341999382
342,MN211,2013,15.0,3.0,545.0,484.0,113.0,17.0,5.0,74.0,18.130841121495326,4.0,4.0,13.0,26.0,7.0,514.2264150943396,3.0,124.0,64.0,0.0,322.0,0.0,112.0,0.0,19.0,5.0,314.0,0.0,0.0,195.0,37.0,6100.0,6.610696044717759,743.0,668.0,705.0,118000.0,548.0,2.81025641025641
343,MN211,2014,24.0,2.0,592.0,543.0,109.0,17.0,4.0,86.0,18.130841121495326,3.0,4.0,13.0,23.0,4.0,514.2264150943396,2.0,116.0,64.0,0.0,343.0,0.0,109.0,0.0,24.0,6.0,324.0,0.0,0.0,186.0,44.0,7200.0,6.675823221634848,793.0,695.0,739.0,119700.0,607.0,3.263440860215054
344,MN211,2015,36.0,4.0,591.0,551.0,107.0,22.0,6.0,103.0,0.0,3.0,6.0,15.0,24.0,11.0,6.0,4.0,128.0,73.0,0.0,341.0,0.0,106.0,0.0,21.0,5.0,342.0,0.0,0.0,197.0,42.0,6700.0,6.71174039505618,822.0,725.0,767.0,122500.0,624.0,3.16751269035533
345,MN212,2013,260.0,36.0,1920.0,1376.0,140.0,87.0,83.0,1007.0,41.0,14.0,70.0,121.0,45.0,64.0,36.0,34.0,1114.0,830.0,0.0,2940.0,0.0,137.0,5.0,22.0,10.0,1849.0,0.0,0.0,1835.0,396.0,7300.0,8.303999970955196,4040.0,5024.0,5418.0,99900.0,2206.0,1.2021798365122616
346,MN212,2014,334.0,48.0,1939.0,1470.0,132.0,84.0,139.0,1100.0,41.0,11.0,73.0,180.0,46.0,167.0,74.0,40.0,1370.0,906.0,0.0,2914.0,0.0,129.0,5.0,18.0,8.0,1898.0,0.0,0.0,2033.0,363.0,6500.0,8.391403185357937,4409.0,5148.0,5503.0,98000.0,2376.0,1.1687161829808166
347,MN212,2015,241.0,41.0,1944.0,1578.0,123.0,108.0,77.0,1239.0,45.0,13.0,87.0,145.0,48.0,140.0,69.0,38.0,1720.0,979.0,0.0,3213.0,0.0,121.0,5.0,14.0,7.0,2071.0,0.0,0.0,2346.0,339.0,5500.0,8.497602541651233,4903.0,5632.0,5969.0,97000.0,2557.0,1.0899403239556693
348,MN213,2013,196.0,43.0,536.0,526.0,102.0,81.0,69.0,794.0,18.130841121495326,7.0,35.0,10.0,39.0,77.0,514.2264150943396,57.0,295.0,457.0,0.0,1214.0,0.0,94.0,2.0,26.0,10.0,956.0,0.0,0.0,641.0,169.0,5100.0,7.392647520721623,1624.0,2370.0,2553.0,76700.0,983.0,1.533541341653666
349,MN213,2014,183.0,59.0,699.0,588.0,119.0,86.0,102.0,855.0,18.130841121495326,9.0,34.0,12.0,38.0,22.0,514.2264150943396,55.0,378.0,608.0,0.0,1323.0,0.0,109.0,0.0,28.0,11.0,973.0,0.0,0.0,735.0,207.0,6100.0,7.566311014772463,1932.0,2447.0,2650.0,77400.0,1196.0,1.6272108843537414
350,MN213,2015,184.0,62.0,718.0,628.0,114.0,90.0,54.0,823.0,5.0,8.0,30.0,7.0,36.0,18.0,19.0,58.0,390.0,616.0,0.0,1478.0,0.0,105.0,0.0,37.0,13.0,1040.0,0.0,0.0,687.0,252.0,7100.0,7.565793282428515,1931.0,2663.0,2911.0,82500.0,1244.0,1.8107714701601165
351,OO,2013,37.0,17.0,281.0,225.0,125.0,49.0,16.0,176.0,18.130841121495326,5.0,19.0,14.0,53.0,3.0,514.2264150943396,16.0,382.0,167.0,0.0,409.0,0.0,117.0,7.034188034188034,14.0,7.0,496.0,0.0,0.0,447.0,62.0,56822.03389830508,6.731018100482083,838.0,981.0,1042.0,662631.4960629921,392.0,0.8769574944071589
352,OO,2014,40.0,14.0,325.0,248.0,131.0,36.0,13.0,151.0,2.0,7.0,14.0,10.0,36.0,4.0,7.0,13.0,214.0,192.0,0.0,430.0,0.0,125.0,0.0,31.0,11.0,482.0,0.0,0.0,250.0,78.0,56822.03389830508,6.536691597591305,690.0,972.0,1048.0,662631.4960629921,440.0,1.76
353,OO,2015,42.0,16.0,363.0,253.0,143.0,34.0,15.0,149.0,18.130841121495326,5.0,14.0,1792.8257142857142,38.0,3.0,514.2264150943396,15.0,182.0,178.0,0.0,463.0,0.0,137.0,1.0,34.0,13.0,531.0,0.0,0.0,263.0,89.0,56822.03389830508,6.542471960506805,694.0,1050.0,1138.0,662631.4960629921,431.0,1.638783269961977
354,OO21,2013,37.0,17.0,281.0,225.0,125.0,49.0,16.0,176.0,18.130841121495326,5.0,19.0,14.0,53.0,3.0,514.2264150943396,16.0,382.0,167.0,0.0,409.0,0.0,117.0,7.034188034188034,14.0,7.0,496.0,0.0,0.0,447.0,61.0,56822.03389830508,6.731018100482083,838.0,981.0,1042.0,662631.4960629921,392.0,0.8769574944071589
355,OO21,2014,40.0,14.0,324.0,248.0,131.0,36.0,13.0,151.0,1.0,7.0,14.0,10.0,36.0,3.0,7.0,13.0,214.0,192.0,0.0,430.0,0.0,125.0,0.0,31.0,11.0,481.0,0.0,0.0,250.0,78.0,56822.03389830508,6.536691597591305,690.0,970.0,1047.0,662631.4960629921,440.0,1.76
356,OO21,2015,42.0,16.0,363.0,253.0,143.0,34.0,15.0,149.0,18.130841121495326,5.0,14.0,1792.8257142857142,38.0,3.0,514.2264150943396,15.0,182.0,178.0,0.0,463.0,0.0,137.0,1.0,34.0,13.0,531.0,0.0,0.0,263.0,89.0,56822.03389830508,6.542471960506805,694.0,1050.0,1138.0,662631.4960629921,431.0,1.638783269961977
357,OO213,2013,37.0,17.0,281.0,224.0,125.0,49.0,16.0,176.0,18.130841121495326,5.0,19.0,14.0,53.0,3.0,2.0,16.0,382.0,167.0,0.0,409.0,0.0,117.0,7.034188034188034,14.0,7.0,496.0,0.0,0.0,447.0,61.0,56822.03389830508,6.731018100482083,838.0,981.0,1041.0,662631.4960629921,391.0,0.8747203579418344
358,OO213,2014,40.0,14.0,324.0,248.0,131.0,36.0,13.0,151.0,1.0,7.0,14.0,10.0,36.0,3.0,7.0,13.0,214.0,192.0,0.0,430.0,0.0,125.0,0.0,31.0,11.0,481.0,0.0,0.0,250.0,78.0,56822.03389830508,6.536691597591305,690.0,970.0,1047.0,662631.4960629921,440.0,1.76
359,OO213,2015,42.0,16.0,363.0,253.0,143.0,34.0,15.0,149.0,18.130841121495326,5.0,14.0,1792.8257142857142,38.0,3.0,514.2264150943396,15.0,182.0,178.0,0.0,463.0,0.0,137.0,1.0,34.0,13.0,531.0,0.0,0.0,263.0,89.0,56822.03389830508,6.542471960506805,694.0,1050.0,1138.0,662631.4960629921,431.0,1.638783269961977
360,PP,2013,257.0,10.0,1276.0,1050.0,122.0,117.0,76.0,1913.0,18.130841121495326,10.0,40.0,209.0,63.0,27.0,16.0,10.0,809.0,410.0,0.0,1371.0,0.0,121.0,3.0,9.0,5.0,1618.0,0.0,0.0,2538.0,219.0,56822.03389830508,8.293549515060345,3998.0,3183.0,3402.0,662631.4960629921,1460.0,0.5752561071710008
361,PP,2014,334.0,11.0,1243.0,1082.0,115.0,115.0,29.0,2057.0,18.130841121495326,13.0,42.0,196.0,65.0,15.0,19.0,11.0,879.0,395.0,0.0,1382.0,0.0,114.0,2.0,10.0,7.0,1680.0,0.0,0.0,2702.0,278.0,56822.03389830508,8.337827262447915,4179.0,3246.0,3524.0,662631.4960629921,1477.0,0.5466321243523317
362,PP,2015,304.0,12.0,1396.0,1264.0,110.0,121.0,76.0,2180.0,18.130841121495326,13.0,47.0,233.0,64.0,26.0,25.0,12.0,1056.0,393.0,0.0,1471.0,0.0,110.0,2.0,13.0,8.0,1799.0,0.0,0.0,2975.0,374.0,56822.03389830508,8.440744019252831,4632.0,3477.0,3851.0,662631.4960629921,1657.0,0.5569747899159664
363,PP111,2013,46.0,1387.5786924939466,313.0,294.0,106.0,27.0,15.0,451.0,18.130841121495326,5.0,13.0,51.0,50.0,3.0,2.0,1363.4866828087168,92.0,135.0,0.0,265.0,0.0,94.03141361256544,0.0,6.0,3.0,602.0,0.0,0.0,426.0,25.0,56822.03389830508,6.752270376141742,856.0,916.0,941.0,662631.4960629921,429.0,1.0070422535211268
364,PP111,2014,54.0,1387.5786924939466,310.0,329.0,94.0,29.0,4.0,484.0,18.130841121495326,6.0,15.0,57.0,49.0,3.0,3.0,1363.4866828087168,131.0,147.0,0.0,270.0,0.0,94.03141361256544,0.0,16.0,8.0,624.0,0.0,0.0,449.0,74.0,56822.03389830508,6.829793737512425,925.0,947.0,1021.0,662631.4960629921,476.0,1.0601336302895323
365,PP111,2015,49.0,6.0,322.0,403.0,80.0,29.0,7.0,494.0,18.130841121495326,6.0,19.0,52.0,50.0,4.0,10.0,6.0,191.0,105.0,0.0,285.0,0.0,78.0,0.0,15.0,8.0,637.0,0.0,0.0,499.0,76.0,56822.03389830508,6.914730892718563,1007.0,981.0,1058.0,662631.4960629921,508.0,1.0180360721442885
366,PP112,2013,117.0,0.0,14534.3671875,184.0,123.05208333333333,33.0,15.0,913.0,18.130841121495326,0.0,11.0,36.0,81.0,3.0,5.0,0.0,26252.71780821918,111.0,0.0,188.0,0.0,94.03141361256544,0.0,3.0,2.0,289.0,0.0,0.0,1298.0,36.0,56822.03389830508,7.373374309910049,1593.0,525.0,561.0,662631.4960629921,295.0,0.22727272727272727
367,PP112,2014,160.0,1.0,14534.3671875,181.0,123.05208333333333,32.0,2.0,1012.0,18.130841121495326,0.0,10.0,34.0,82.0,0.0,6.0,1.0,26252.71780821918,116.0,0.0,214.0,0.0,94.03141361256544,0.0,3.0,3.0,291.0,0.0,0.0,1395.0,44.0,56822.03389830508,7.433666540166168,1692.0,548.0,591.0,662631.4960629921,297.0,0.2129032258064516
368,PP112,2015,148.0,0.0,14534.3671875,187.0,123.05208333333333,37.0,46.0,1083.0,18.130841121495326,1.0,10.0,39.0,83.0,3.0,6.0,0.0,26252.71780821918,123.0,0.0,188.0,0.0,94.03141361256544,0.0,5.0,4.0,327.0,0.0,0.0,1513.0,76.0,56822.03389830508,7.508238774678663,1823.0,565.0,641.0,662631.4960629921,310.0,0.2048909451421018
369,PP113,2013,28.0,0.0,308.0,211.0,146.0,18.0,15.0,126.0,18.130841121495326,2.0,3.0,35.0,46.0,9.0,4.0,0.0,64.0,57.0,0.0,330.0,0.0,146.0,7.034188034188034,32.0,15.0,293.0,0.0,0.0,230.0,74.0,56822.03389830508,6.210600077024653,498.0,656.0,729.0,662631.4960629921,268.0,1.1652173913043478
370,PP113,2014,71.0,0.0,286.0,222.0,129.0,18.0,9.0,151.0,18.130841121495326,2.0,4.0,26.0,49.0,5.0,5.0,0.0,95.0,52.0,0.0,321.0,0.0,129.0,1.0,24.0,12.0,308.0,0.0,0.0,259.0,63.0,56822.03389830508,6.278521424165844,533.0,659.0,722.0,662631.4960629921,274.0,1.057915057915058
371,PP113,2015,26.0,0.0,331.0,241.0,137.0,18.0,3.0,154.0,18.130841121495326,2.0,4.0,35.0,46.0,7.0,5.0,0.0,91.0,72.0,0.0,352.0,0.0,137.0,2.0,35.0,16.0,316.0,0.0,0.0,262.0,91.0,56822.03389830508,6.3561076606958915,576.0,698.0,789.0,662631.4960629921,313.0,1.1946564885496183
372,PP114,2013,66.0,1387.5786924939466,14534.3671875,361.0,123.05208333333333,39.0,31.0,423.0,18.130841121495326,3.0,13.0,88.0,56.0,11.0,4.0,1363.4866828087168,26252.71780821918,106.0,0.0,587.0,0.0,94.03141361256544,7.034188034188034,14.0,8.0,434.0,0.0,0.0,584.0,84.0,56822.03389830508,6.957497370876951,1051.0,1086.0,1171.0,662631.4960629921,467.0,0.7996575342465754
373,PP114,2014,48.0,1387.5786924939466,14534.3671875,350.0,123.05208333333333,36.0,13.0,409.0,18.130841121495326,4.0,13.0,79.0,58.0,6.0,5.0,1363.4866828087168,26252.71780821918,80.0,0.0,577.0,0.0,94.03141361256544,1.0,16.0,10.0,457.0,0.0,0.0,599.0,98.0,56822.03389830508,6.9363427358340495,1029.0,1093.0,1191.0,662631.4960629921,430.0,0.7178631051752922
374,PP114,2015,80.0,5.0,14534.3671875,433.0,123.05208333333333,36.0,20.0,449.0,18.130841121495326,4.0,14.0,107.0,57.0,12.0,4.0,4.0,26252.71780821918,93.0,0.0,647.0,0.0,94.03141361256544,0.0,19.0,11.0,519.0,0.0,0.0,699.0,131.0,56822.03389830508,7.111512116496157,1226.0,1232.0,1363.0,662631.4960629921,526.0,0.7525035765379113
375,QQ,2013,809.0,37.0,3732.0,3377.0,110.0,378.0,375.0,5582.0,18.130841121495326,49.0,259.0,528.0,54.0,177.0,134.0,36.0,4913.0,3232.0,0.0,5630.0,0.0,109.0,2.0,19.0,10.0,5568.0,0.0,0.0,7618.0,1459.0,56822.03389830508,9.562896846651167,14227.0,12061.0,13520.0,662631.4960629921,6609.0,0.8675505381990024
376,QQ,2014,973.0,39.0,3789.0,3878.0,98.0,380.0,215.0,5875.0,18.130841121495326,58.0,260.0,594.0,52.0,138.0,251.0,42.0,5558.0,3416.0,0.0,5828.0,0.0,97.0,2.0,21.0,11.0,5659.0,0.0,0.0,7928.0,1628.0,56822.03389830508,9.630497028827337,15222.0,12322.0,13954.0,662631.4960629921,7294.0,0.9200302724520686
377,QQ,2015,1143.0,64.0,4058.0,3497.0,116.0,392.0,208.0,6528.0,18.130841121495326,56.0,207.0,754.0,54.0,159.0,250.0,63.0,6198.0,4262.0,0.0,6125.0,0.0,114.0,3.0,23.0,12.0,6117.0,0.0,0.0,9024.0,2038.0,56822.03389830508,9.72812174830818,16783.0,13056.0,15094.0,662631.4960629921,7759.0,0.8598182624113475
378,QQ111,2013,60.0,13.0,350.0,150.0,233.0,48.0,40.0,651.0,18.130841121495326,180.3384223918575,9.0,20.0,73.0,375.65934065934067,1.0,14.0,101.0,150.0,0.0,366.0,0.0,224.0,0.0,10.0,8.0,333.0,0.0,0.0,802.0,83.0,56822.03389830508,7.00397413672268,1101.0,762.0,844.0,662631.4960629921,300.0,0.3740648379052369
379,QQ111,2014,144.0,17.0,336.0,149.0,226.0,54.0,10.0,731.0,18.130841121495326,5.0,8.0,21.0,74.0,11.0,8.0,19.0,112.0,158.0,0.0,429.0,0.0,215.0,0.0,6.0,5.0,346.0,0.0,0.0,872.0,55.0,56822.03389830508,7.071573364211532,1178.0,852.0,909.0,662631.4960629921,307.0,0.35206422018348627
380,QQ111,2015,127.0,17.0,329.0,165.0,199.0,58.0,8.0,773.0,18.130841121495326,4.0,16.0,20.0,72.0,6.0,13.0,17.0,130.0,184.0,0.0,452.0,0.0,189.0,0.0,8.0,6.0,356.0,0.0,0.0,883.0,75.0,56822.03389830508,7.116394144093465,1232.0,892.0,967.0,662631.4960629921,349.0,0.3952434881087203
381,QQ112,2013,372.0,11.0,1958.0,1576.0,124.0,199.0,217.0,1529.0,18.130841121495326,180.3384223918575,131.0,160.0,52.0,375.65934065934067,28.0,10.0,1569.0,854.0,0.0,3751.0,0.0,124.0,1.0,44.0,23.0,2863.0,0.0,0.0,2626.0,1149.0,56822.03389830508,8.528528701079983,5057.0,7063.0,8211.0,662631.4960629921,2430.0,0.9253617669459253
382,QQ112,2014,395.0,9.0,1925.0,1714.0,112.0,198.0,110.0,1398.0,18.130841121495326,20.0,145.0,202.0,50.0,106.0,22.0,10.0,1480.0,664.0,0.0,3785.0,0.0,112.0,1.0,46.0,23.0,2865.0,0.0,0.0,2425.0,1125.0,56822.03389830508,8.476996001664824,4803.0,7119.0,8245.0,662631.4960629921,2378.0,0.9806185567010309
383,QQ112,2015,438.0,33.0,2104.0,1702.0,124.0,199.0,107.0,1557.0,18.130841121495326,22.0,95.0,221.0,51.0,127.0,25.0,33.0,1628.0,886.0,0.0,3978.0,0.0,122.0,1.0,50.0,25.0,3159.0,0.0,0.0,2700.0,1341.0,56822.03389830508,8.573195381531523,5288.0,7580.0,8922.0,662631.4960629921,2588.0,0.9585185185185185
384,QQ113,2013,377.0,12.0,1424.0,1651.0,86.0,131.0,118.0,3402.0,18.130841121495326,27.0,120.0,348.0,52.0,73.0,106.0,12.0,3243.0,2228.0,0.0,1513.0,0.0,86.0,1.0,5.0,3.0,2373.0,0.0,0.0,4190.0,228.0,56822.03389830508,8.995784837848506,8069.0,4236.0,4464.0,662631.4960629921,3879.0,0.9257756563245824
385,QQ113,2014,434.0,14.0,1528.0,2015.0,76.0,128.0,95.0,3747.0,18.130841121495326,34.0,107.0,371.0,50.0,21.0,221.0,14.0,3966.0,2594.0,0.0,1614.0,0.0,75.0,1.0,10.0,5.0,2447.0,0.0,0.0,4631.0,449.0,56822.03389830508,9.13140538388804,9241.0,4351.0,4800.0,662631.4960629921,4609.0,0.995249406175772
386,QQ113,2015,578.0,14.0,1626.0,1630.0,100.0,135.0,93.0,4198.0,18.130841121495326,30.0,95.0,513.0,53.0,26.0,212.0,13.0,4439.0,3192.0,0.0,1695.0,0.0,99.0,1.0,11.0,6.0,2603.0,0.0,0.0,5441.0,623.0,56822.03389830508,9.236300473645715,10263.0,4584.0,5206.0,662631.4960629921,4822.0,0.886234148134534
387,RS,2013,1021.0,393.0,5767.0,3933.0,147.0,532.0,425.0,8539.0,0.0,228.0,597.0,1626.0,69.0,188.0,441.0,373.0,4698.0,1942.0,0.0,8320.0,0.0,137.0,5.0,14.0,9.0,3522.0,0.0,0.0,13129.0,1794.0,20800.0,9.852404762306811,19004.0,13387.0,15160.0,175400.0,5875.0,0.44748267194759694
388,RS,2014,852.0,395.0,6155.0,3940.0,156.0,564.0,334.0,8585.0,0.0,233.0,617.0,1702.0,70.0,149.0,334.0,386.0,4804.0,1987.0,0.0,8809.0,0.0,146.0,5.0,11.0,8.0,3675.0,0.0,0.0,13617.0,1552.0,17700.0,9.880474778227056,19545.0,14047.0,15591.0,177500.0,5927.0,0.4352647426011603
389,RS,2015,981.0,411.0,6399.0,4215.0,152.0,547.0,368.0,9289.0,0.0,237.0,685.0,1734.0,70.0,151.0,531.0,399.0,5125.0,2064.0,0.0,9318.0,0.0,142.0,4.0,13.0,9.0,3889.0,0.0,0.0,14534.0,1922.0,21200.0,9.943333070458252,20813.0,14828.0,16738.0,184800.0,6279.0,0.43202146690518783
390,RS11,2013,642.0,85.0,1860.0,1900.0,98.0,339.0,211.0,6057.0,0.0,194.0,309.0,723.0,67.0,106.0,186.0,80.0,753.0,982.0,0.0,3760.0,0.0,93.0,7.034188034188034,16.0,11.0,1160.0,0.0,0.0,5787.0,940.0,29700.0,9.067624069774588,8670.0,5868.0,6803.0,214600.0,2882.0,0.4980127872818386
391,RS11,2014,503.0,73.0,1900.0,1769.0,107.0,354.0,171.0,5968.0,0.0,195.0,303.0,786.0,69.0,97.0,95.0,71.0,870.0,977.0,0.0,4001.0,0.0,103.0,7.034188034188034,12.0,8.0,1186.0,0.0,0.0,5991.0,742.0,23100.0,9.075436609511382,8738.0,6137.0,6876.0,214100.0,2746.0,0.4583541979636121
392,RS11,2015,524.0,77.0,1894.0,1805.0,105.0,336.0,179.0,6251.0,0.0,199.0,303.0,751.0,69.0,86.0,141.0,79.0,970.0,1017.0,0.0,4323.0,0.0,101.0,7.034188034188034,14.0,10.0,1236.0,0.0,0.0,6293.0,893.0,26900.0,9.117676687112763,9115.0,6483.0,7379.0,222200.0,2822.0,0.44843476879071986
393,RS111,2013,106.0,12.0,439.0,231.0,190.0,40.0,94.0,1837.0,0.0,3.0,17.0,1792.8257142857142,84.0,14.0,514.2264150943396,10.0,162.0,168.0,0.0,356.0,0.0,185.0,0.0,9.0,8.0,189.0,0.0,0.0,2039.0,185.0,42500.0,7.798933310041217,2438.0,620.0,803.0,184400.0,399.0,0.19568415890142227
394,RS111,2014,53.0,13.0,14534.3671875,243.0,123.05208333333333,47.0,45.0,1850.0,0.0,4.0,7.0,75.0,85.0,26.0,25.0,11.0,26252.71780821918,125.0,0.0,373.0,0.0,94.03141361256544,0.0,3.0,2.0,203.0,0.0,0.0,2100.0,57.0,12200.0,7.810758116529357,2467.0,658.0,714.0,153600.0,368.0,0.17523809523809525
395,RS111,2015,88.0,13.0,421.0,302.0,140.0,52.0,28.0,2066.0,0.0,3.0,11.0,74.0,82.0,10.0,5.0,13.0,209.0,174.0,0.0,448.0,0.0,135.0,0.0,4.0,3.0,210.0,0.0,0.0,2220.0,88.0,18500.0,7.899524472032198,2696.0,734.0,822.0,172600.0,476.0,0.21441441441441442
396,RS112,2013,382.0,63.0,998.0,1024.0,97.0,169.0,98.0,3218.0,0.0,13.0,1120.5331564986736,632.0,65.0,375.65934065934067,45.0,62.0,519.0,656.0,0.0,1339.0,0.0,91.0,0.0,6.0,4.0,706.0,0.0,0.0,3055.0,188.0,8700.0,8.462737005620179,4735.0,2333.0,2519.0,116400.0,1680.0,0.5499181669394435
397,RS112,2014,312.0,50.0,1012.0,989.0,102.0,192.0,98.0,3147.0,0.0,14.0,1120.5331564986736,701.0,64.0,375.65934065934067,54.0,50.0,648.0,743.0,0.0,1448.0,0.0,97.0,0.0,4.0,2.0,709.0,0.0,0.0,3075.0,110.0,5000.0,8.47782846789396,4807.0,2454.0,2564.0,117500.0,1732.0,0.5632520325203252
398,RS112,2015,304.0,53.0,1065.0,1096.0,97.0,166.0,131.0,3225.0,0.0,15.0,1120.5331564986736,664.0,63.0,375.65934065934067,100.0,55.0,687.0,725.0,0.0,1478.0,0.0,92.0,0.0,6.0,4.0,731.0,0.0,0.0,3156.0,192.0,8400.0,8.512582578858554,4977.0,2496.0,2689.0,117900.0,1821.0,0.5769961977186312
399,RS113,2013,155.0,10.0,422.0,645.0,66.0,130.0,19.0,1002.0,0.0,177.0,1120.5331564986736,1792.8257142857142,46.0,375.65934065934067,514.2264150943396,8.0,73.0,159.0,0.0,2066.0,0.0,64.0,7.034188034188034,82.0,38.0,266.0,0.0,0.0,694.0,568.0,99500.0,7.311218384419629,1497.0,2915.0,3480.0,609800.0,804.0,1.15850144092219
400,RS113,2014,138.0,11.0,14534.3671875,538.0,123.05208333333333,116.0,28.0,971.0,0.0,178.0,1120.5331564986736,10.0,56.0,375.65934065934067,16.0,10.0,26252.71780821918,110.0,0.0,2180.0,0.0,94.03141361256544,7.034188034188034,71.0,39.0,274.0,0.0,0.0,816.0,576.0,102100.0,7.288244401020124,1463.0,3024.0,3598.0,638100.0,648.0,0.7941176470588235
401,RS113,2015,132.0,10.0,409.0,407.0,100.0,118.0,20.0,961.0,0.0,181.0,1120.5331564986736,13.0,64.0,375.65934065934067,36.0,11.0,73.0,118.0,0.0,2397.0,0.0,98.0,7.034188034188034,67.0,43.0,295.0,0.0,0.0,917.0,614.0,108900.0,7.273786317844895,1442.0,3253.0,3868.0,686300.0,525.0,0.5725190839694656
402,RS21,2013,379.0,309.0,3907.0,2033.0,192.0,193.0,214.0,2482.0,0.0,34.0,288.0,903.0,71.0,82.0,256.0,293.0,3945.0,960.0,0.0,4560.0,0.0,177.0,7.034188034188034,12.0,8.0,2362.0,0.0,0.0,7341.0,854.0,15600.0,9.24319470884713,10334.0,7519.0,8358.0,152600.0,2993.0,0.4077101212368887
403,RS21,2014,349.0,321.0,4255.0,2171.0,196.0,210.0,163.0,2617.0,0.0,38.0,314.0,916.0,71.0,51.0,238.0,315.0,3934.0,1010.0,0.0,4808.0,0.0,181.0,7.034188034188034,11.0,7.0,2489.0,0.0,0.0,7626.0,810.0,14500.0,9.287949351303165,10807.0,7910.0,8715.0,156300.0,3181.0,0.4171256228691319
404,RS21,2015,457.0,334.0,4505.0,2410.0,187.0,211.0,189.0,3038.0,0.0,38.0,382.0,983.0,70.0,65.0,390.0,320.0,4155.0,1047.0,0.0,4995.0,0.0,173.0,7.034188034188034,12.0,9.0,2653.0,0.0,0.0,8240.0,1028.0,17900.0,9.36717316600297,11698.0,8345.0,9359.0,163100.0,3457.0,0.41953883495145633
